185. I'll Take Care Of Your Cares (Bb) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,185
186. You'll Never Know (F) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,186
187. Twilight Time (G) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,187
188. Let's Fall in Love (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,188
189. Down by the Old Mill Stream (G) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,189
190. I May Be Wrong (Eb) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,190
191. Do You Know What it Means to Miss New Orleans (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,191
192. Maybe (F) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,192
193. You're Driving Me Crazy (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,193
194. In the Good Old Summertime (Bb) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,194
195. When Your Old Wedding Ring Was New (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,195
196. Basin Street Blues (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,196
197. Is it True What They Say About Dixie (G) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,197
198. Hey Good Lookin (Bb) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,198
199. Cabaret (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,199
200. Today (F) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,200
201. Big Daddy's Alabamy Bound (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,201
202. Alabamy Bound (G) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,202
203. Try to Remember (G) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,203
204. Beautiful Ohio (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,204
205. Smiles (G) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,205
207. I Just Called to Say I Love You (Bb) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,207
209. Quando (Bb) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,209
210. Yankee Doodle Boy (F) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,210
211. Patriotic Medley (C&F) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,211
213. God Bless America (F) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,213
214. You're a Grand Old Flag (F) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,214
215. Battle Hymn of the Republic (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,215
216. Dixie (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,216
217. Blue Christmas (F) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,217
218. Frosty the Snowman (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,218
219. It's Beginning to Look a Lot Like Christmas (G) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,219
220. Jingle Bells (G) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,220
221. Santa Claus is Coming to Town (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,221
222. Silent Night (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,222
223. We Wish You a Merry Christmas (G) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,223
224. Rudolph (C) [Lyrics][GCBS-Song-Book],GCBS-Song-Book.pdf,224
